nombre_carrera,candidato_lugar,ubicacion,lat,lon
"II CARRERA BECERREÁ CONTRA EL CANCER, 10K","BECERREÁ CONTRA EL CANCER, 10K",,,
"II CARRERA BECERREÁ CONTRA EL CANCER, 5K","BECERREÁ CONTRA EL CANCER, 5K",,,
II CARRERA COFEDAS FERRETERIAS SOLIDARIA DE 10KM Y II CARRERA COFEDAS SOLIDARIA DE 5KM,5KM,"6.5km to Monreal, Calle San Pedro, Abintzao, Abínzano, Ibargoiti, Pirinioaurrea, Navarra, Navarra / Nafarroa, 31492, España",42.6654918,-1.4580485
II CARRERA DE LAS EMPRESAS (OURENSE),LAS EMPRESAS,"Las Empresas, Selaya, Cantabria, 39685, España",43.180494,-3.7657315
II CARRERA DEL AGUA UNICEF SADA,DEL AGUA UNICEF SADA,,,
II CARRERA NOCTURNA CORRE POR FERROL. MEMORIAL LOLETE. LIGA13,CORRE POR FERROL. LOLETE. LIGA13,,,
"II CARRERA NOCTURNA DE NIGRÁN “PLAZAH2K""","NIGRÁN “PLAZAH2K""",,,
II CARRERA POPULAR - CULTIVANDO DEPORTE,CULTIVANDO DEPORTE,,,
II CARRERA POPULAR 10K DE TEIS,TEIS,"Teis, Vigo, Pontevedra, Galicia, España",42.2516093,-8.6873136
II CARRERA POPULAR ANA AMELIA MENENDEZ 2009,ANA AMELIA MENENDEZ,,,
II CARRERA POPULAR CENTRO “RICARDO BARÓ” ASPRONAGA,CENTRO “RICARDO BARÓ” ASPRONAGA,,,
II CARRERA POPULAR DE GUITIRIZ TERMAL 2007,GUITIRIZ TERMAL,,,
II CARRERA POPULAR DONA VIDA,DONA VIDA,"Dóna't Vida, Carrer Nou, Vila Vella, Sant Vicenç dels Horts, Baix Llobregat, Barcelona, Catalunya, 08620, España",41.3913956,2.012126
II CARRERA POPULAR LOS ROSALES,LOS ROSALES,"Los Rosales, Villaverde, Madrid, Comunidad de Madrid, España",40.3571948,-3.6894484
II CARRERA POPULAR LOS ROSALES MENORES,LOS ROSALES MENORES,"Los Rosales, Los Menores, Firgas, Las Palmas, Canarias, 35432, España",28.114083,-15.553724
II CARRERA POPULAR VENTORRILLO 2014,VENTORRILLO,"Ventorrillo, Montouto, Santa Comba, O Xallas, A Coruña, Galicia, 15846, España",43.0388223,-8.7817845
II CARRERA POPULAR VENTORRILLO 2014. MENORES,VENTORRILLO,"Ventorrillo, Montouto, Santa Comba, O Xallas, A Coruña, Galicia, 15846, España",43.0388223,-8.7817845
II CARRERA POPULAR VILLA DE SARRIA 10 KM,SARRIA 10 KM,"Sarria, Zuia, Gorbeialdea, Araba / Álava, Euskadi, España",42.9654682,-2.8234485
II CARRERA POPULAR VOLTA A OZA ADULTOS,A OZA ADULTOS,,,
II CARRERA POPULAR VOLTA A OZA MENORES,A OZA MENORES,,,
II CARRERA SOLIDARIA CPR CERVANTES LUGO,CPR CERVANTES LUGO,,,
II CARRERA VIA VERDE FERROCARRIL SAN DE TIRSO ABRES - TRABADA - A PONTENOVA,TIRSO ABRES - TRABADA - A PONTENOVA,,,
II CASTRO TRAIL (Barbadás),CASTRO,"Castro de Sanabria, Cobreros, Zamora, Castilla y León, 49300, España",42.0666668,-6.6497719
II CIRCUITO CORRENDO POR OURENSE 2012 - A PONTE,CORRENDO POR OURENSE,,,
II CIRCUITO CORRENDO POR OURENSE 2012. C. UNIVERSITARIA 1000M,CORRENDO POR OURENSE,,,
II CIRCUITO CORRENDO POR OURENSE 2012. C. UNIVERSITARIA 3200M,CORRENDO POR OURENSE,,,
II CIRCUITO CORRENDO POR OURENSE 2012. C. UNIVERSITARIA ADULTOS,CORRENDO POR OURENSE,,,
II CIRCUITO CORRENDO POR OURENSE. A CARBALLEIRA 1050M,CORRENDO POR OURENSE. A CARBALLEIRA 1050M,,,
II CIRCUITO CORRENDO POR OURENSE. A CARBALLEIRA 1900M,CORRENDO POR OURENSE. A CARBALLEIRA 1900M,,,
II CIRCUITO CORRENDO POR OURENSE. A CARBALLEIRA ADULTOS,CORRENDO POR OURENSE. A CARBALLEIRA ADULTOS,,,
II CP 10 KM CONCELLO DE CARBALLO,CARBALLO,"Carballo, Bergantiños, A Coruña, Galicia, España",43.2086195,-8.6668237
II CP CONCELLO DE O SAVIÑAO.LIGA RIBEIRA SACRA 2013,O SAVIÑAO.LIGA RIBEIRA SACRA,,,
II CP CONCELLO DE RIBAS DO SIL.LIGA RIBEIRA SACRA,SIL.LIGA RIBEIRA SACRA,,,
II CP RUTA DE LA CONSTRUCCION NAVAL FERROL,LA CONSTRUCCION NAVAL FERROL,,,
II CROSS PONTE ROMANA. HOMENAJE A MARÍA ABEL,PONTE ROMANA. HOMENAJE A MARÍA ABEL,,,
II CROSS RIO LIÑARES - A ESTRADA 2013,RIO LIÑARES - A ESTRADA,"Río Liñares, A Estrada, Tabeirós - Terra de Montes, Pontevedra, Galicia, España",42.7035013,-8.4673362
II Carreira 5K/10k Nocturna Burela Bonita,5K/10k Burela Bonita,,,
II Carreira Pedestre Concello de Mazaricos,Mazaricos,"Mazaricos, O Xallas, A Coruña, Galicia, España",42.92795,-8.9941429
II Carreira Popular A Valenza,A Valenza,"A Valenzá, Barbadás, Ourense, Galicia, 32002, España",42.3215228,-7.8774207
II Carrera Popular 8KM AGONES 2015,8KM AGONES,"Agones, Pravia, Asturias / Asturies, 33120, España",43.4964228,-6.1203817
II Carrera Popular Matogrande,Matogrande,"Matogrande, A Coruña, Galicia, 15071, España",43.3410835,-8.4040766
II Copa Deputación Acuatlón,Deputación Acuatlón,,,
II D3SAFIO42 OURENSE. CARBALLIÑO,D3SAFIO42 OURENSE. CARBALLIÑO,,,
II D3SAFIO42 OURENSE. CELANOVA,D3SAFIO42 OURENSE. CELANOVA,,,
II D3SAFIO42 OURENSE. XINZO DE LIMIA,LIMIA,"Limia, Camiño do Coíño, O Casal, Frieira, Allariz, Allariz-Maceda, Ourense, Galicia, 32660, España",42.1933429,-7.7919966
II DESAFÍO B/R BALMORI Y CAMPEONATO NACIONAL DE FFCCSS Y BOMBEROS,FFCCSS Y BOMBEROS,,,
II DESAFÍO TOVAR - CADEIRA,DESAFÍO TOVAR - CADEIRA,,,
II DUATLON CROS DAS LETRAS (BAIO),CROS DAS LETRAS,,,
II DÚATLON CONCELLO DE POIO,POIO,"Poio, Pontevedra, Galicia, España",42.4419456,-8.6921884
II DÚATLON CROS CONCELLO DE CERDEDO-COTOBADE,CERDEDO-COTOBADE,"Cerdedo Cotobade, Pontevedra, Galicia, España",42.5039321,-8.4589668
II DÚATLON CROS CONCELLO DE SADA,SADA,"Sada, Zangozerria, Navarra, Navarra / Nafarroa, España",42.5871778,-1.3983063
II Dúatlon Concello de Arteixo,Arteixo,"Arteixo, A Coruña, Galicia, España",43.3045792,-8.5079101
II EDICION 24 HORAS DE VIGO,VIGO,"Vigo, Pontevedra, Galicia, España",42.1986395,-8.727956
II EDICIÓN “SAN RAMÓN 2016” CARREIRA POPULAR NOCTURNA –VILALBA,“SAN RAMÓN,"Sant Ramon, Segarra, Lleida, Catalunya, España",41.7253374,1.363189
II EUROCIDADE10 TUI 2013,EUROCIDADE10 TUI,,,
"II Edición 10k O ROSAL “FEIRA DO VIÑO""","VIÑO""","Morales del Vino, Zamora, Castilla y León, 49190, España",41.4460546,-5.7324233
II GIJÓN TRAIL 2016,GIJÓN,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
II LEGUA CIUDAD DE VALLADOLID 2014,VALLADOLID,"Valladolid, Castilla y León, España",41.6200024,-4.7259906
II LEGUA IRMANDIÑA (VIMIANZO),LEGUA IRMANDIÑA,,,
II LEGUA SOLIDARIA HIPICA MALAWI 2012. PRUEBA ALEVIN INFANTIL Y CADETE. 1500 m,LEGUA HIPICA MALAWI,,,
II LEGUA SOLIDARIA HIPICA MALAWI 2012.PRUEBA BENJAMIN. 600 m,LEGUA HIPICA MALAWI,,,
II LEGUA SOLIDARIA HIPICA MALAWI 2012: PRUEBA ABSOLUTA. 7400 m,LEGUA HIPICA MALAWI,,,
II MARATON CORUÑA42. CLASIFICACION MARATON COMPLETA,CORUÑA42. CLASIFICACION COMPLETA,,,
II MARATON CORUÑA42. MARATON POPULAR,CORUÑA42,,,
II MARATON CORUÑA42. PRUEBA DE 10 KM,10 KM,"Carretera de La Cumbre al km 10 de la N-521, La Cumbre, Cáceres, Extremadura, 10270, España",39.4427829,-5.9909024
II MEDIA MARATON CIUDAD DE OVIEDO Y I 8 MILLAS ALBERTO SUAREZ LASO,OVIEDO Y I 8 MILLAS ALBERTO SUAREZ LASO,,,
II MEDIA MARATON CORAZON DE ASTURIAS 2009,ASTURIAS,"Asturias / Asturies, España",43.3133868,-5.94192
II MEDIA MARATON RIBADEO - AS CATEDRAIS,MEDIA RIBADEO - AS CATEDRAIS,,,
II MEDIA MARATON SOLIDARIA ZONA ABERTA. VILAGARCÍA DE AROUSA,AROUSA,"Arousa, 14,16,18, Rúa de Curros Enríquez, A Rosaleda, O Ensanche, Santiago de Compostela, Santiago, A Coruña, Galicia, 15702, España",42.875123,-8.5411348
II MEDIO MARATON CORUÑA21 2010,CORUÑA21,,,
II MEDIO MARATÓN CIDADE DE LUGO – DIARIO EL PROGRESO,LUGO – DIARIO EL PROGRESO,,,
II MEMORIAL MANUEL BERGUEIRO CONCELLO DA ESTRADA 2012,ESTRADA,"Estrada, Val de San Vicente, Cantabria, 39549, España",43.35835,-4.44586
II MILLA POPULAR URBANA CONCELLO DE LOURENZÁ,LOURENZÁ,"Lourenzá, A Mariña Central, Lugo, Galicia, España",43.459566,-7.2850512
II MILLA URBANA LUCUS,URBANA LUCUS,,,
II MILLA URBANA “CAMPO DA CABANA” (FOZ),CABANA”,"A Cabana, Anceis, Cambre, A Coruña, Galicia, 15181, España",43.2798505,-8.362992
II MIÑO RADIKAL (PROBA DE OBSTÁCULOS EN OURENSE),OURENSE),"Ourense, Galicia, España",42.1939629,-7.537124
II NIGHT TRAIL QUIROGA,QUIROGA,"Quiroga, Lugo, Galicia, España",42.4658264,-7.1849714
II OCR CHANTADA WOLF SURVIVAL RACE,OCR CHANTADA WOLF SURVIVAL,,,
II OCR CHANTADA WOLF SURVIVAL RACE (COMPETICIÓN POR RELEVOS),OCR CHANTADA WOLF SURVIVAL,,,
II OKTOBERBIKE CAMPELO 2018,OKTOBERBIKE CAMPELO,,,
II SAN SILVESTRE CONCELLO DE CERCEDA,CERCEDA,"Cerceda, Ordes, A Coruña, Galicia, España",43.1626367,-8.5034757
II SAN SILVESTRE LA CORUÑA 2.011,SAN SILVESTRE LA CORUÑA 2.011,"San Silvestre, San Caetano, Santiago de Compostela, Santiago, A Coruña, Galicia, 15898, España",42.9264157,-8.5222558
II TRAIL A FUME DE CAROZO 2024,CAROZO,"Carozo, Labrada, Abadín, Terra Chá, Lugo, Galicia, España",43.4072114,-7.486888
II TRAIL CONCELLO DE ARTEIXO. CURTO: 14KM,ARTEIXO. CURTO: 14KM,,,
II TRAIL CONCELLO DE ARTEIXO. LONGO: 26KM,ARTEIXO. LONGO: 26KM,,,
II TRAIL COSTA DOCE 2017,COSTA DOCE,"Roteiro Mariñán Costa Doce, O Carballo, O Pomar, O Carballo, Carnoedo, Sada, A Coruña, Galicia, 15169, España",43.3785258,-8.2694566
II TRAIL DE MONTAÑA LUCUS MOUNTAIN,MONTAÑA LUCUS MOUNTAIN,,,
II TRAIL DE SARGADELOS 2022,SARGADELOS,"Sargadelos, Cervo, A Mariña Occidental, Lugo, Galicia, España",43.6647199,-7.393972
II TRAIL DO NOCEDO,NOCEDO,"Nocedo, Os Blancos, A Limia, Ourense, Galicia, 32632, España",41.9888526,-7.7130652
II TRAIL HEROICA SACRA,HEROICA SACRA,,,
II TRAIL MOSTEIRO DE CAAVEIRO,CAAVEIRO,"Caaveiro, Trasancos, Narón, Ferrol, A Coruña, Galicia, 15541, España",43.545476,-8.2259428
II TRAIL RIBEIRA SACRA,RIBEIRA SACRA,"Ribeira Sacra, 17, Rúa do Conde, Os Chaos, Monforte de Lemos, Terra de Lemos, Lugo, Galicia, 27400, España",42.5195881,-7.5141181
II TRAIL RUTA DOS MUÍÑOS DE SAMIEIRA,SAMIEIRA,"Samieira, Poio, Pontevedra, Galicia, España",42.4302887,-8.7406233
II TRAIL TRANS SERRA DA GROBA-BAIONA. MINI TRAIL,GROBA-BAIONA. MINI,,,
II TRAIL TRANS SERRA DA GROBA-BAIONA. TRAIL,GROBA-BAIONA,"Rocosto da Groba, Baiona, Vigo, Pontevedra, Galicia, 36307, España",42.0552667,-8.8121083
II TRAIL Y ANDAINA DE CELANOVA,CELANOVA,"Celanova, Terra da Celanova, Ourense, Galicia, España",42.1664426,-7.9611378
II TRAIL dos PENDELLOS (AGOLADA),dos PENDELLOS,"Rúa dos Pendellos, A Bandeira, Manduas, Silleda, O Deza, Pontevedra, Galicia, 36570, España",42.7300874,-8.3024018
II TRAVESIA A NADO RIO LEREZ,A RIO LEREZ,"O Río Lérez, Posmarcos, A Pobra do Caramiñal, A Barbanza, A Coruña, Galicia, 15948, España",42.6156519,-8.9335932
II TRAVESÍA A NADO BALARÉS,A BALARÉS,"Balarés, Cospindo, Ponteceso, Bergantiños, A Coruña, Galicia, 15110, España",43.2447334,-8.9380422
II TRAVESÍA A NADO DE VALDEORRAS,VALDEORRAS,"Valdeorras, Ourense, Galicia, España",42.3483416,-6.9659982
II TRAVESÍA A NADO DO MIÑO CIDADE DE LUGO; 1500 METROS,LUGO; 1500 METROS,,,
II TRAVESÍA A NADO DO MIÑO CIDADE DE LUGO; 4000 METROS,LUGO; 4000 METROS,,,
II TRAVESÍA A NADO ENTRE CAMARIÑAS E MUXÍA “ A FAVOR DOS E DAS REFUXIADOS E REFUXIADAS”,A ENTRE CAMARIÑAS E MUXÍA “ A FAVOR DOS E DAS REFUXIADOS E REFUXIADAS”,,,
II TRAVESÍA DO CANEIRO - CLUB FLUVIAL DE LUGO,LUGO,"Lugo, Galicia, España",43.0395266,-7.4567985
II TRIATLON RIAS BAIXAS,RIAS BAIXAS,"Rias Baixas, PO-308, Montalbo, Arra, Sanxenxo, O Salnés, Pontevedra, Galicia, 36970, España",42.4014538,-8.8519506
II TRIATLON SPRINT SOLIDARIO CONCELLO DE BOIRO,BOIRO,"Boiro, A Barbanza, A Coruña, Galicia, España",42.6673176,-8.894094
II TRITEA-TRÍATLON DE MENORES “A FREIXA”-PONTEAREAS,MENORES “A FREIXA”-PONTEAREAS,,,
II Trail Monte Aloia,Monte Aloia,"Monte Aloia, Tui, O Baixo Miño, Pontevedra, Galicia, 36713, España",42.0818727,-8.6808268
II Tríatlon Boamorte Bikes Sanxenxo,Tríatlon Boamorte Bikes Sanxenxo,,,
II Tríatlon Concello de Cambados,Cambados,"Cambados, O Salnés, Pontevedra, Galicia, España",42.5193232,-8.797678
II Tríatlon Concello de Redondela,Redondela,"Redondela, Vigo, Pontevedra, Galicia, España",42.279914,-8.6163366
II Tríatlon Concello de Rianxo,Rianxo,"Rianxo, A Barbanza, A Coruña, Galicia, España",42.6909268,-8.7911951
II Tríatlon Desafío Illas Estelas Nigrán,Tríatlon Desafío Illas Estelas Nigrán,,,
II URBAN TRAIL NIGHT EUROCIDADE,URBAN EUROCIDADE,,,
II URBAN TRAIL NIGHT PONTEVEDRA,URBAN PONTEVEDRA,"Urban, Rúa Ramiranes, Ramiráns, Aviseiro, O Porriño, Vigo, Pontevedra, Galicia, 36400, España",42.1648412,-8.6207564
II VOLTA A NADO ILLA DE TAMBO-CONCELLO DE POIO,POIO,"Poio, Pontevedra, Galicia, España",42.4419456,-8.6921884
II Vertiatlón Solidario Concello de Baiona,Baiona,"Baiona, Vigo, Pontevedra, Galicia, España",42.0881275,-8.8485132
II XOVE COSTA TRAIL 2021,XOVE COSTA,"Moda Joven y Cortinas Lody, AC-404, Vilar do Mato, Zas, Terra de Soneira, A Coruña, Galicia, 15850, España",43.1027512,-8.917273
II triatlon castrelo do miño,miño,"Miño, Betanzos, A Coruña, Galicia, España",43.3578653,-8.1792627
II Ácuatlon Concello de Poio,Poio,"Poio, Pontevedra, Galicia, España",42.4419456,-8.6921884
III ANDANDO E CORRENDO POLA VIA KÜNIG,ANDANDO E CORRENDO POLA VIA KÜNIG,,,
III C-TRAIL BRIGANTIA AVENTURA,C-TRAIL BRIGANTIA AVENTURA,,,
III CAMPEONATO GALLEGO OPEN DE AGUAS ABIERTAS,AGUAS ABIERTAS,,,
III CARREIRA 10K SALCEDA,10K SALCEDA,"Salceda, Polaciones, Cantabria, 39557, España",43.0799689,-4.458298
III CARREIRA DESAFÍO SANTANDER - ISLAS CÍES,DESAFÍO SANTANDER - ISLAS CÍES,,,
III CARREIRA DO COCIDO - LALIN 2013,COCIDO - LALIN,,,
"III CARREIRA E ANDAINA SOLIDARIA ""CAMIÑANDO POLO DANO CEREBRAL""","E ""CAMIÑANDO POLO DANO CEREBRAL""",,,
III CARREIRA MONTAÑA MONTES DE VIVEIRO,VIVEIRO,"Viveiro, A Mariña Occidental, Lugo, Galicia, España",43.6433582,-7.5957612
III CARREIRA NOCTURNA MURUS LUCIS,MURUS LUCIS,,,
III CARREIRA NOCTURNA URBANA CONCELLO DE PONTEDEUME,PONTEDEUME,"Pontedeume, O Eume, A Coruña, Galicia, España",43.4007283,-8.1497914
III CARREIRA NOCTURNA “CONCELLO DE VIVEIRO” HOMENAXE ADRIAN BEN,VIVEIRO” HOMENAXE ADRIAN BEN,,,
III CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS 10K,CAMARIÑAS 10K,"Camariñas, Terra de Soneira, A Coruña, Galicia, España",43.1499864,-9.1899769
III CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS 5K,CAMARIÑAS 5K,"Camariñas, Terra de Soneira, A Coruña, Galicia, España",43.1499864,-9.1899769
III CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS MENORES,CAMARIÑAS MENORES,,,
III CARREIRA PEDESTRE CONCELLO DE MAZARICOS,MAZARICOS,"Mazaricos, O Xallas, A Coruña, Galicia, España",42.92795,-8.9941429
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. 10K,VIMIANZO. 10K,"Vimianzo, Santiso, Terra de Melide, A Coruña, Galicia, 15808, España",42.8818337,-8.0032342
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. 5K,VIMIANZO. 5K,"Vimianzo, Terra de Soneira, A Coruña, Galicia, 15126, España",43.1102989,-9.0327488
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. MENORES,VIMIANZO. MENORES,,,
III CARREIRA PEDESTRE DE DUMBRÍA,DUMBRÍA,"Dumbría, Fisterra, A Coruña, Galicia, España",42.9811586,-9.0838986
III CARREIRA PEDESTRE DO CONCELLO DE MALPICA,MALPICA,"Malpica, Nájera, La Rioja, 26300, España",42.4186239,-2.7387266
III CARREIRA PINGA-PINGA 2012,PINGA-PINGA,"La Pinga, Caborana, Morea / Moreda, Aller, Asturias / Asturies, 33684, España",43.1783583,-5.7554046
III CARREIRA PONTENOITE 5+5 “RUN FOR PARKINSON´S”,PONTENOITE 5+5 “RUN FOR PARKINSON´S”,,,
III CARREIRA POPULAR ALFOZ-VALADOURO,ALFOZ-VALADOURO,"Instituto de Educación Secundaria Alfoz-Valadouro, LU-160, O Muro Novo, Liñar, San Pedro de Mor, A Seara, Alfoz do Castrodouro, A Mariña Central, Lugo, Galicia, 27774, España",43.5439004,-7.4220525
"III CARREIRA POPULAR CARBALLEDO ""ENTRE CARBALLOS CENTENARIOS""","CARBALLEDO ""ENTRE CARBALLOS CENTENARIOS""",,,
III CARREIRA POPULAR CONCELLO DE BEGONTE,BEGONTE,"Begonte, Terra Chá, Lugo, Galicia, España",43.1538547,-7.6816284
III CARREIRA POPULAR CONCELLO DE FRIOL,FRIOL,"Friol, Lugo, Galicia, España",43.0340365,-7.8036448
III CARREIRA POPULAR CONCELLO DE MONTERREI. MONTERREI é 10,MONTERREI. MONTERREI é 10,"Monterrei, Verín, Ourense, Galicia, 32619, España",41.9467657,-7.4491474
III CARREIRA POPULAR CONCELLO DE O SAVIÑAO,O SAVIÑAO,"O Saviñao, Terra de Lemos, Lugo, Galicia, España",42.6448843,-7.6395088
III CARREIRA POPULAR CONCELLO DE PARADELA 2024,PARADELA,"Paradela, Sarria, Lugo, Galicia, 27611, España",42.764594,-7.567601
III CARREIRA POPULAR DE COMBARRO,COMBARRO,"Combarro, Poio, Pontevedra, Galicia, 36993, España",42.4317048,-8.7051951
III CARREIRA POPULAR DO CONCELLO DE RIBAS E SIL 2014,RIBAS E SIL,"San Clodio de Ribas de Sil, San Clodio, Ribas de Sil, Quiroga, Lugo, Galicia, 27310, España",42.4513777,-7.2792172
III CARREIRA POPULAR DOLMEN DE DOMBATE,DOMBATE,"Dombate, Borneiro, Cabana de Bergantiños, Bergantiños, A Coruña, Galicia, 15119, España",43.1870604,-8.9714237
III CARREIRA POPULAR E ANDAINA “CENTRO XEOGRÁFICO DE GALICIA-ANTAS DE ULLA”,ULLA”,"Ullà, Baix Empordà, Girona, Catalunya, 17140, España",42.0500542,3.1073899
III CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,PORTOMARÍN,"Portomarín, Lugo, Galicia, España",42.8161992,-7.6813922
III CARREIRA POPULAR GUITIRIZ TERMAL 2008,GUITIRIZ TERMAL,,,
III CARREIRA POPULAR NOVO MESOIRO - MEMORIAL IVAN ROCHA FREIRE 2013,NOVO MESOIRO - IVAN ROCHA FREIRE,,,
III CARREIRA POPULAR NOVO MESOIRO - MEMORIAL IVAN ROCHA FREIRE 2013. MENORES,NOVO MESOIRO - IVAN ROCHA FREIRE,,,
III CARREIRA POPULAR PEDESTRE DE MORAÑA 2012,MORAÑA,"Moraña, Caldas, Pontevedra, Galicia, España",42.5625535,-8.5851562
III CARREIRA POPULAR SOLIDARIA CPR LA MILAGROSA LUGO,CPR LA MILAGROSA LUGO,,,
III CARREIRA POPULAR VILA DE MEIRA,MEIRA,"Meira, Lugo, Galicia, España",43.2200963,-7.2635727
"III CARREIRA POPULAR VÍA NOVA ""CONCELLO DE BANDE""","BANDE""","Bande, A Baixa Limia, Ourense, Galicia, España",42.0226108,-7.9477755
III CARREIRA SOLIDARIA DO CONCELLO DE OUTEIRO DE REI,REI,"Molins de Rei, Baix Llobregat, Barcelona, Catalunya, 08750, España",41.4138087,2.0159626
III CARREIRA do ENTROIDO Concello de Vigo,Vigo,"Vigo, Pontevedra, Galicia, España",42.1986395,-8.727956
III CARRERA ATMOSFERA SPORT,ATMOSFERA SPORT,"Atmosfera Sport, 414, Ronda de Outeiro, Cidade Escolar, Labañou, A Coruña, Galicia, 15011, España",43.3733881,-8.4246972
"III CARRERA DE MONTAÑA EL ESPINO, Vega de la Espinareda",la Espinareda,"La Espinareda, Cazorla, Jaén, Andalucía, España",37.8750752,-2.8362841
III CARRERA DE MONTAÑA FERRADILLO F8,MONTAÑA FERRADILLO F8,,,
III CARRERA DE RELEVOS CAMINO DE SANTIAGO. ETAPA 1,SANTIAGO. ETAPA 1,,,
III CARRERA DE RELEVOS CAMINO DE SANTIAGO. ETAPA 2,SANTIAGO. ETAPA 2,,,
III CARRERA DE RELEVOS CAMINO DE SANTIAGO. ETAPA 3,SANTIAGO. ETAPA 3,,,
"III CARRERA DEL AGUA UNICEF SADA, ADULTOS","DEL AGUA UNICEF SADA, ADULTOS",,,
"III CARRERA DEL AGUA UNICEF SADA, CADETES Y JUNIOR","DEL AGUA UNICEF SADA, CADETES Y JUNIOR",,,
III CARRERA DONA VIDA,DONA VIDA,"Dóna't Vida, Carrer Nou, Vila Vella, Sant Vicenç dels Horts, Baix Llobregat, Barcelona, Catalunya, 08620, España",41.3913956,2.012126
III CARRERA HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,,,
III CARRERA NOCTURNA COFC 5K,COFC 5K,,,
"III CARRERA POPULAR ""RUTA DE LA CONSTRUCCION NAVAL""","LA CONSTRUCCION NAVAL""","Museo da Construción Naval Exponav, Cantón de Molíns, Ferrol, A Coruña, Galicia, 15403, España",43.4824409,-8.2312551
III CARRERA POPULAR - CULTIVANDO DEPORTE,CULTIVANDO DEPORTE,,,
III CARRERA POPULAR ANA AMELIA MENENDEZ 2010,ANA AMELIA MENENDEZ,,,
III CARRERA POPULAR CENTRO “RICARDO BARÓ” ASPRONAGA,CENTRO “RICARDO BARÓ” ASPRONAGA,,,
III CARRERA POPULAR DE LOS ROSALES,LOS ROSALES,"Los Rosales, Villaverde, Madrid, Comunidad de Madrid, España",40.3571948,-3.6894484
III CARRERA POPULAR DE MONTAÑA CLUB FLUVIAL LUGO,MONTAÑA CLUB FLUVIAL LUGO,,,
III CARRERA POPULAR MATOGRANDE,MATOGRANDE,"Matogrande, A Coruña, Galicia, 15071, España",43.3410835,-8.4040766
III CARRERA POPULAR VENTORRILLO,VENTORRILLO,"Ventorrillo, Montouto, Santa Comba, O Xallas, A Coruña, Galicia, 15846, España",43.0388223,-8.7817845
III CARRERA POPULAR VILLA DE SARRIA 10 KM,SARRIA 10 KM,"Sarria, Zuia, Gorbeialdea, Araba / Álava, Euskadi, España",42.9654682,-2.8234485
III CARRERA POPULAR VOLTA A OZA ADULTOS,A OZA ADULTOS,,,
III CARRERA POPULAR VOLTA A OZA BENXAMIN_ALEVIN,A OZA BENXAMIN_ALEVIN,,,
III CARRERA POPULAR VOLTA A OZA CADETE_XUVENIL,A OZA CADETE_XUVENIL,,,
III CARRERA POPULAR VOLTA A OZA INFANTIL,A OZA,"6A, Lugar de Eirís de Abaixo, Oza, A Coruña, Galicia, 15009, España",43.3403163,-8.3974557
III CARRERA SOLIDARIA CPR CERVANTES LUGO,CPR CERVANTES LUGO,,,
III CASTRO TRAIL (Barbadás),CASTRO,"Castro de Sanabria, Cobreros, Zamora, Castilla y León, 49300, España",42.0666668,-6.6497719
III CIRCUITO CORRENDO POR OURENSE - O COUTO ADULTOS,CORRENDO POR OURENSE - O COUTO ADULTOS,,,
III CIRCUITO CORRENDO POR OURENSE - O COUTO MENORES,CORRENDO POR OURENSE - O COUTO MENORES,,,
"III CIRCUITO DE CARREIRAS POPULARES ""CORUÑA CORRE""","CARREIRAS POPULARES ""CORUÑA CORRE""",,,
III CORRENDO POR OURENSE 2013 - CARREIRA DO VINTEUN,VINTEUN,"O Vinteún, Ourense, Galicia, 32003, España",42.3555183,-7.8656481
III CORRENDO POR OURENSE 2013- CARREIRA DO VINTEUN. MENORES,VINTEUN. MENORES,,,
III CORRENDO POR OURENSE. CARREIRA DA PONTE 2013,PONTE,"Ponte, Sigrás, Cambre, A Coruña, Galicia, 15180, España",43.2916783,-8.3668014
III CORRENDO POR OURENSE. CARREIRA DA PONTE. MENORES 2013,PONTE. MENORES,,,
III CORRENDO POR OURENSE. CARREIRA DA ZONA UNIVERSITARIA 2013,ZONA UNIVERSITARIA,"Zona Universitària, Avinguda Diagonal (lateral mar), la Maternitat i Sant Ramon, les Corts, Barcelona, Barcelonès, Barcelona, Catalunya, 08904, España",41.3840563,2.1115353
III CORRENDO POR OURENSE. CARREIRA DA ZONA UNIVERSITARIA 2013. BENXAMIN E ALEVIN,ZONA UNIVERSITARIA,"Zona Universitària, Avinguda Diagonal (lateral mar), la Maternitat i Sant Ramon, les Corts, Barcelona, Barcelonès, Barcelona, Catalunya, 08904, España",41.3840563,2.1115353
